block,code,msg_type,sender,pool_id,share_out,denom_1,amount_1,denom_2,amount_2
4709852,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n0cdlkjxn6q8v0nqspc20nnmpqmsaell3wuu5e,621,15275214465133563,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,61445860,uosmo,21335
4709854,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15qqsnsa2yqweqasnahke6vcgc0pgd692295cdz,1,22178461765513746960,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,200000,uosmo,1570242
4709854,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12v53xatpptnu6dl5g4ppwrqx9acgnn5gxhgefs,3,633204142925930072,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,13769,uosmo,4212
4709856,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo178gvdangvdtw5stkzyg6fc5wpqpnv05h04j5lw,604,18910317273506,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,2584145,uosmo,72841
4709856,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,573,4770753811152337,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,6660817,uosmo,96452
4709859,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dq925j7smjydges9s9ecy64fxdush2nu4cyrax,704,520447721895968961,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,2652307687674161,uosmo,4234837
4709862,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n0cdlkjxn6q8v0nqspc20nnmpqmsaell3wuu5e,601,41509464688001601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,2049576,uosmo,591595
4709863,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1svy05s8h40yx09cmfxvrfcvt0cqe37g0vqnlx7,712,189403297624820529,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3411,uosmo,923344
4709863,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1c0alv5xczff9w3jqlpz9cy0w9pmql0fqnjvwzw,712,2408334576070641242,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,43364,uosmo,11740174
4709867,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo16lxlk2zvcvjeyqghqvt85l3yaayy85xzvvmg67,722,15577979439621505918,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,1148664435674588923,uosmo,1967258
4709868,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vxvqd5vxdkskz3zs27chh7t3rqse85frkxvnd9,497,3658823239703060047,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,2325776,uosmo,7400000
4709881,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15qqsnsa2yqweqasnahke6vcgc0pgd692295cdz,497,786581297086053789,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,499995,uosmo,1590880
4709881,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1yas4uf89c3v33gun2xd44paau3cfvwarwfsuj0,712,1023763058171842273,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,18431,uosmo,4991466
4709885,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1uv3mnjwjzgxsdm5nrqaalrljqrvhtcme694vgd,678,69740322608687276,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,238446,uosmo,206092
4709886,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10e9hcl2lmnyphehj7klewlqn4ap9x84gv8n4kg,3,50672600464416943412,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,1101827,uosmo,337060
4709886,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1sqm0rm2w52lg07g0v9kynt6zqqghlfvuddene9,1,221743999468876731209,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1999965,uosmo,15696899
4709887,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n0cdlkjxn6q8v0nqspc20nnmpqmsaell3wuu5e,604,213150844666709,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,29127398,uosmo,821046
4709889,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nftr70d5ak6p2lg6fx9ghevkvwyc7ruzhax53k,611,46173927170662192210,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2545220,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,704145039
4709895,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15qqsnsa2yqweqasnahke6vcgc0pgd692295cdz,498,1702663379754052999,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,500000,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1227484
4709895,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n0cdlkjxn6q8v0nqspc20nnmpqmsaell3wuu5e,605,1508026178833814195978,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,5552948308,uosmo,226667
4709899,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1z75hq00728pagjzmezhml3y49hwpys5kguc38x,678,874740389974742708,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2990911,uosmo,2584858
4709900,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cljlz2pk88nl5d40qj3sqnzedtan278sks4d9e,690,1452126964702999803,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,1497839,uosmo,127711
4709902,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nscqpyukjl80zvuz024aspry0rk60279q4enuj,712,1960018047701069259,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,35281,uosmo,9557609
4709902,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17qc3ms3pcmh0svlu0lkamzw622fdvt6pk24057,712,259234426841665313,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,4667,uosmo,1264124
4709902,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mj64cp8hqy94gkl4du6vltl4d5e2vl9ueutauc,1,609808229210118270620,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5499997,uosmo,43167460
4709907,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12v53xatpptnu6dl5g4ppwrqx9acgnn5gxhgefs,621,654396758816450,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,2632366,uosmo,914
4709913,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lmu3h8xgqnxwsg85fwfsegpl5geqax274yy5at,712,413687343165051995,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,7447,uosmo,2017297
4709916,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1exw2am3hz7deqe35tjyuua2y87arqzcvy36k8k,577,2666804651587815,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,4977237,uosmo,371077
4709917,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qewmjwfnudz34rqefkaxf50jtxq5j0wveyggtu,690,1246630313551782900,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,1285872,uosmo,109639
4709917,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dmepl046vkmqsxly2qcm9sfnmnhlz6w9lvfxus,722,34311596422822186762,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2540672508502561252,uosmo,4314898
4709925,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15qqsnsa2yqweqasnahke6vcgc0pgd692295cdz,722,5561726737359899626,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,411838208529667476,uosmo,699397
4709927,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nm3hhhx54l0av3u2yuu25yvx52mxdqaqjywklf,712,188154473356500570,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3387,uosmo,917617
4709930,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1hmgwsu4lzxlrdnua2mf959qphxuym3nzx47a8f,584,870476406959937907,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,5000000,uosmo,5653138
4709931,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15cxzysdx8aavudyr8phtreq2uw6k5j3gfl7ljp,653,14008815741430762283119,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,206200000,uosmo,1263113141
4709931,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1exw2am3hz7deqe35tjyuua2y87arqzcvy36k8k,641,10137973570944554087,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,4049555,uosmo,106067
4709940,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12v53xatpptnu6dl5g4ppwrqx9acgnn5gxhgefs,601,376562998165933,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,18412,uosmo,5420
4709947,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lwkr9wpm35e93tnjj9awhhph0p6620n0ju8c2k,722,123328578797907848897,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,9082591608181956013,uosmo,15593986
4709954,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13j44mhvhafkpxqjfz6zrknverjc67jcc8gj7qr,1,2439900305932483365816,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,21999848,uosmo,172765476
4709965,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1j4fshjxr3k9sljkkav5e0axm5y7wa3syq8n67d,42,105504814240640146,ibc/1DCC8A6CB5689018431323953344A9F6CC4D0BFB261E88C9F7777372C10CD076,948827,uosmo,268413
4709965,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17kczgz6nphvh3z6vwhwm3zz25yshjfzkkkysnl,722,9919437773789401574,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,731061358824380997,uosmo,1253249
4709973,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nscqpyukjl80zvuz024aspry0rk60279q4enuj,720,6944449567896483316,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,4623161999999999435,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,4643068
4709978,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1sw239ufet6hczxygckp4eqyr2d552708jktc0f,641,12742827050139829870,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,5090000,uosmo,133322
4709979,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17e827n4m2qwt2xrzts60w9mtesexcpxzwzuzcd,1,99811514536137663902,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,899992,uosmo,7067299
4709980,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13c7e4adsmy6ymn7ad9ee8sh33dyjrr6kuqgtvn,9,7067188897195056765665,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,4026819859,uosmo,6289864
4709988,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17e827n4m2qwt2xrzts60w9mtesexcpxzwzuzcd,497,3839794099270984489,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,2440006,uosmo,7768577
4709992,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1u7kpm6xn2ndnkhwwjzdg6v8ttp77n06gq59d4c,690,25255840427121827407,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,26051157,uosmo,2221171
4709993,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1sw239ufet6hczxygckp4eqyr2d552708jktc0f,604,113453339978011,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,15500000,uosmo,437118
4709993,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14ufjhc808xnmmf8e8h56fssen2aqz9rpqa3jt4,716,16464460553113751,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,3618051999999997293,ibc/AA1C80225BCA7B32ED1FC6ABF8B8E899BEB48ECDB4B417FD69873C6D715F97E7,100983
4709995,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12xv02sks2ddhg5k7vtnv05y52uwv3k7wjha7g9,704,6160584430200455540,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,47128767601606643,uosmo,75085760
4709995,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1xafddep28088usdge8llspappkzj29wu34vd3p,722,7035628429005448942,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,518704862267383414,uosmo,888593
4709996,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,722,8140260433441121038,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,600143481866884615,uosmo,1028106
4710002,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jyp2hj8znp24uhfrlzjtqr6ftlfs788z58httz,604,30058639338662,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,4106543,uosmo,115814
4710003,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14ufjhc808xnmmf8e8h56fssen2aqz9rpqa3jt4,653,33177566319829820,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,446,uosmo,2732
4710004,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rcdx5kq3zpzjpq2n3agjqg776vvp8f8f8a7930,604,118955686080734,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,16251465,uosmo,458325
4710005,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,704,2207898605045181043,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,16892492092751150,uosmo,26906950
4710007,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dlwzczuey4wfue5xqk7mt4ygrzk9krkszhnlgl,619,1377295825894763638,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,16121178,uosmo,296658
4710007,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17rxdrdxhztsxn3272hl0dps0u6sudqla8qh8jp,631,44451517787502514999,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,67800,uosmo,914373
4710008,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1psz0dvuka0du625h8hfwy0gdlu2etmknwfnjnr,674,818825742603229732,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,1741783495990470324,uosmo,1505996
4710015,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10xg44tzq6k0taym44dkt7yq8w044wk2lg5um8m,605,84728660003207029287,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,312000384,uosmo,12736
4710022,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1getl4xhtu3tnkptet0xfgr3285hw8th73wd4ux,722,329068169795754038830,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,24326170611289671603,uosmo,41450393
4710025,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1s3rv4alekvpwgtz3qma6uy7e88spkcrgtsms0x,674,253776388886544909,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,809466760265293578,uosmo,699892
4710033,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g70wmrepw0279r5pzc53m6cuu0x9xmmjcylmyx,604,95143903860356,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,12998030,uosmo,366589
4710037,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo105ytzzer2c6h63tfy9cu8x6sajclzzaxhfj3xp,625,37870211643634427828899,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,3204959209,uosmo,34704740
4710037,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1c5vmr5jj6dp4w40dq4w6h843e4h97sqkghy985,1,47391559930144438584,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,428128,uosmo,3349358
4710038,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1d0s79etshxcf8gj9smq2tyvuzrshnzzjncja0v,712,3434005255548860988,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,61809,uosmo,16746152
4710048,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1t5nvrymqj70y6lz4chd04hnmd72njnu5kezt85,662,1170866535639814814,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,98558631487,uosmo,823541
4710048,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qhf0we0fsyzczljvyct59ajzy745afdwv3csp8,605,78341605383305919953,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,288481237,uosmo,11775
4710052,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1gvha7xfxnaruq3xe2srenr7kj40xdzhwux75ny,678,3429980243425503663,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,11725600,uosmo,10137522
4710055,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo19vjw6c4svl3yczkgmk76ar3tulx8zm085up940,712,1431814819232084502,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,25772,uosmo,6982335
4710055,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jh0urskmdrrhfgm53d0ddnd506stu63w95d3l6,2,7400024345281095276462121,uion,10048178,uosmo,2030509000
4710056,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qhf0we0fsyzczljvyct59ajzy745afdwv3csp8,662,14765471250278137,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1242842054,uosmo,10385
4710059,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1fg4k093gpta9j55pyv2w5rc89qn5nea5a4qjhh,712,1865596833321889626,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,33579,uosmo,9097765
4710061,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1e64jguv6uetfxankx4ge0jll9vqcl806u7vrka,9,533169955996157486660109,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,303788859604,uosmo,474555305
4710062,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cejrk8fngaqv6c8vxvn785869c9pu5s6qnhnxg,1,8899460243249977399,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,80396,uosmo,628970
4710064,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1y29zeazclv388h692yzunqtgjwc5km55wrrn0r,719,33941268230293439832,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,1154196,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,682407
4710065,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1wfw3cdg5uvt0r5lawxr300lpthj48wx23f9y2q,584,80718338204201806,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,463236,uosmo,524674
4710069,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jvtpzzhmra3raks6d6e2kzm6k8yp3jgkjw3dhh,9,26914518523566471139196,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,15332786112,uosmo,23952320
4710070,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kcffjf3y5p65qv9yt9j7pn0e7v3h43kcxhaky4,1,553481354694199508016,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4999990,uosmo,39117334
4710071,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1huaayys7a8uv9d6e7ps9avzxfm9ffe955sl7hf,627,7721296529699978,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,11061,uosmo,4766
4710073,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1q6vnjhcm5mj4vhdmvpmcr9ugvvzrqlc5v5qyjn,1,1131927920227187180,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,10226,uosmo,80001
4710074,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1q9f32exz4dff8amtt7ppl9nsnkr7myzhc2uzzv,497,103029378049616319787,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,65449906,uosmo,208512836
4710078,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1pu8n44ftfm4qyfz6lxkejw23nng7xwje0mr3af,577,961065906937819,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,1841218,uosmo,130290
4710078,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dky9zrjwttgz677zr7jw34wvr3u6ap2tekcdm3,674,71116253882603616,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,226833957099105662,uosmo,196136
4710084,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1l4zazvpdm6uplllq9vangmkj2ttkhlmx90rhqv,1,109620010532520586983,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,988447,uosmo,7761763
4710089,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z,577,6173572629370375,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,11827325,uosmo,836940
4710092,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1l4zazvpdm6uplllq9vangmkj2ttkhlmx90rhqv,497,3841124536669216511,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,2440020,uosmo,7773534
4710101,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1p5t6df7a2hdy9p48z99we2er4ky4qkg0vlxmgm,497,102580488616865264798,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,65162540,uosmo,207600870
4710103,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lynjdpkq8gmw7lqr6jd7udh0xm68006g8p8hk0,674,308657137224166,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,985967626458375,uosmo,850
4710106,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1s3deqddavqt2nfcmnx0ecxqlgzwq5p6e6gq8um,604,32736075552822,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,4471405,uosmo,126155
4710107,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z,601,34863404311588970,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1703709,uosmo,502055
4710113,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n93esxf3her0vszqzyskq5lp763qhs3ddltf8g,604,22817554592419,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3116639,uosmo,87932
4710114,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1d63mzgwjl0x3e70e5hx4qvrq0tazexpwkeupe2,704,113682089704053109,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,872401764352801,uosmo,1381245
4710117,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15sr37ctf42xhgg00n2unctdpxprast5f6aa0cp,678,5599541240140356621,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,19205057,uosmo,16495920
4710121,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1meqm5tpusjywkxvd933degsh5fyqw9hdhumy8j,497,102342312246713381667,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,65007946,uosmo,207119285
4710124,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,2605088723328370342,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,47000,uosmo,12673810
4710127,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1zl9t43fvpxjatedsqvusp4nedh6qqvcqj0823c,580,11530425958102,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,402
4710130,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,3935357905436142971,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,71001,uosmo,19145543
4710137,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ga20pr08r94l4624aumgk5749e9qulxct8sguh,604,23256561246107,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3176560,uosmo,89625
